Gtk.STYLE_CLASS_SCALE,<class 'str'>,scale
Gtk.STYLE_CLASS_SCALE_HAS_MARKS_ABOVE,<class 'str'>,scale-has-marks-above
Gtk.STYLE_CLASS_SCALE_HAS_MARKS_BELOW,<class 'str'>,scale-has-marks-below
Gtk.STYLE_CLASS_SCROLLBAR,<class 'str'>,scrollbar
Gtk.STYLE_CLASS_SCROLLBARS_JUNCTION,<class 'str'>,scrollbars-junction
Gtk.STYLE_CLASS_SEPARATOR,<class 'str'>,separator
Gtk.STYLE_CLASS_SIDEBAR,<class 'str'>,sidebar
Gtk.STYLE_CLASS_SLIDER,<class 'str'>,slider
Gtk.STYLE_CLASS_SPINBUTTON,<class 'str'>,spinbutton
Gtk.STYLE_CLASS_SPINNER,<class 'str'>,spinner
Gtk.STYLE_CLASS_STATUSBAR,<class 'str'>,statusbar
Gtk.STYLE_CLASS_SUBTITLE,<class 'str'>,subtitle
Gtk.STYLE_CLASS_SUGGESTED_ACTION,<class 'str'>,suggested-action
Gtk.STYLE_CLASS_TITLE,<class 'str'>,title
Gtk.STYLE_CLASS_TITLEBAR,<class 'str'>,titlebar
Gtk.STYLE_CLASS_TOOLBAR,<class 'str'>,toolbar
Gtk.STYLE_CLASS_TOOLTIP,<class 'str'>,tooltip
Gtk.STYLE_CLASS_TOP,<class 'str'>,top
Gtk.STYLE_CLASS_TOUCH_SELECTION,<class 'str'>,touch-selection
Gtk.STYLE_CLASS_TROUGH,<class 'str'>,trough
Gtk.STYLE_CLASS_UNDERSHOOT,<class 'str'>,undershoot
Gtk.STYLE_CLASS_VERTICAL,<class 'str'>,vertical
Gtk.STYLE_CLASS_VIEW,<class 'str'>,view
Gtk.STYLE_CLASS_WARNING,<class 'str'>,warning
Gtk.STYLE_CLASS_WIDE,<class 'str'>,wide
Gtk.STYLE_PROPERTY_BACKGROUND_COLOR,<class 'str'>,background-color
Gtk.STYLE_PROPERTY_BACKGROUND_IMAGE,<class 'str'>,background-image
Gtk.STYLE_PROPERTY_BORDER_COLOR,<class 'str'>,border-color
Gtk.STYLE_PROPERTY_BORDER_RADIUS,<class 'str'>,border-radius
Gtk.STYLE_PROPERTY_BORDER_STYLE,<class 'str'>,border-style
Gtk.STYLE_PROPERTY_BORDER_WIDTH,<class 'str'>,border-width
Gtk.STYLE_PROPERTY_COLOR,<class 'str'>,color
Gtk.STYLE_PROPERTY_FONT,<class 'str'>,font
Gtk.STYLE_PROPERTY_MARGIN,<class 'str'>,margin
Gtk.STYLE_PROPERTY_PADDING,<class 'str'>,padding
Gtk.STYLE_PROVIDER_PRIORITY_APPLICATION,<class 'int'>,600
Gtk.STYLE_PROVIDER_PRIORITY_FALLBACK,<class 'int'>,1
Gtk.STYLE_PROVIDER_PRIORITY_SETTINGS,<class 'int'>,400
Gtk.STYLE_PROVIDER_PRIORITY_THEME,<class 'int'>,200
Gtk.STYLE_PROVIDER_PRIORITY_USER,<class 'int'>,800
Gtk.STYLE_REGION_COLUMN,<class 'str'>,column
Gtk.STYLE_REGION_COLUMN_HEADER,<class 'str'>,column-header
Gtk.STYLE_REGION_ROW,<class 'str'>,row
Gtk.STYLE_REGION_TAB,<class 'str'>,tab
Gtk.TEXT_VIEW_PRIORITY_VALIDATE,<class 'int'>,125
Gtk.TREE_SORTABLE_DEFAULT_SORT_COLUMN_ID,<class 'int'>,-1
Gtk.TREE_SORTABLE_UNSORTED_SORT_COLUMN_ID,<class 'int'>,-2
Gtk.AccelFlags.LOCKED,<class 'gi.repository.Gtk.AccelFlags'>,<flags GTK_ACCEL_LOCKED of type Gtk.AccelFlags>
Gtk.AccelFlags.MASK,<class 'gi.repository.Gtk.AccelFlags'>,<flags GTK_ACCEL_VISIBLE | GTK_ACCEL_LOCKED | GTK_ACCEL_MASK of type Gtk.AccelFlags>
Gtk.AccelFlags.VISIBLE,<class 'gi.repository.Gtk.AccelFlags'>,<flags GTK_ACCEL_VISIBLE of type Gtk.AccelFlags>
Gtk.Align.BASELINE,<class 'gi.repository.Gtk.Align'>,<enum GTK_ALIGN_BASELINE of type Gtk.Align>
Gtk.Align.CENTER,<class 'gi.repository.Gtk.Align'>,<enum GTK_ALIGN_CENTER of type Gtk.Align>
Gtk.Align.END,<class 'gi.repository.Gtk.Align'>,<enum GTK_ALIGN_END of type Gtk.Align>
Gtk.Align.FILL,<class 'gi.repository.Gtk.Align'>,<enum GTK_ALIGN_FILL of type Gtk.Align>
Gtk.Align.START,<class 'gi.repository.Gtk.Align'>,<enum GTK_ALIGN_START of type Gtk.Align>
Gtk.ApplicationInhibitFlags.IDLE,<class 'gi.repository.Gtk.ApplicationInhibitFlags'>,<flags GTK_APPLICATION_INHIBIT_IDLE of type Gtk.ApplicationInhibitFlags>
Gtk.ApplicationInhibitFlags.LOGOUT,<class 'gi.repository.Gtk.ApplicationInhibitFlags'>,<flags GTK_APPLICATION_INHIBIT_LOGOUT of type Gtk.ApplicationInhibitFlags>
Gtk.ApplicationInhibitFlags.SUSPEND,<class 'gi.repository.Gtk.ApplicationInhibitFlags'>,<flags GTK_APPLICATION_INHIBIT_SUSPEND of type Gtk.ApplicationInhibitFlags>
Gtk.ApplicationInhibitFlags.SWITCH,<class 'gi.repository.Gtk.ApplicationInhibitFlags'>,<flags GTK_APPLICATION_INHIBIT_SWITCH of type Gtk.ApplicationInhibitFlags>
Gtk.ArrowPlacement.BOTH,<class 'gi.repository.Gtk.ArrowPlacement'>,<enum GTK_ARROWS_BOTH of type Gtk.ArrowPlacement>
Gtk.ArrowPlacement.END,<class 'gi.repository.Gtk.ArrowPlacement'>,<enum GTK_ARROWS_END of type Gtk.ArrowPlacement>
Gtk.ArrowPlacement.START,<class 'gi.repository.Gtk.ArrowPlacement'>,<enum GTK_ARROWS_START of type Gtk.ArrowPlacement>
Gtk.ArrowType.DOWN,<class 'gi.repository.Gtk.ArrowType'>,<enum GTK_ARROW_DOWN of type Gtk.ArrowType>
Gtk.ArrowType.LEFT,<class 'gi.repository.Gtk.ArrowType'>,<enum GTK_ARROW_LEFT of type Gtk.ArrowType>
Gtk.ArrowType.NONE,<class 'gi.repository.Gtk.ArrowType'>,<enum GTK_ARROW_NONE of type Gtk.ArrowType>
Gtk.ArrowType.RIGHT,<class 'gi.repository.Gtk.ArrowType'>,<enum GTK_ARROW_RIGHT of type Gtk.ArrowType>
Gtk.ArrowType.UP,<class 'gi.repository.Gtk.ArrowType'>,<enum GTK_ARROW_UP of type Gtk.ArrowType>
Gtk.AssistantPageType.CONFIRM,<class 'gi.repository.Gtk.AssistantPageType'>,<enum GTK_ASSISTANT_PAGE_CONFIRM of type Gtk.AssistantPageType>
Gtk.AssistantPageType.CONTENT,<class 'gi.repository.Gtk.AssistantPageType'>,<enum GTK_ASSISTANT_PAGE_CONTENT of type Gtk.AssistantPageType>
Gtk.AssistantPageType.CUSTOM,<class 'gi.repository.Gtk.AssistantPageType'>,<enum GTK_ASSISTANT_PAGE_CUSTOM of type Gtk.AssistantPageType>
Gtk.AssistantPageType.INTRO,<class 'gi.repository.Gtk.AssistantPageType'>,<enum GTK_ASSISTANT_PAGE_INTRO of type Gtk.AssistantPageType>
Gtk.AssistantPageType.PROGRESS,<class 'gi.repository.Gtk.AssistantPageType'>,<enum GTK_ASSISTANT_PAGE_PROGRESS of type Gtk.AssistantPageType>
Gtk.AssistantPageType.SUMMARY,<class 'gi.repository.Gtk.AssistantPageType'>,<enum GTK_ASSISTANT_PAGE_SUMMARY of type Gtk.AssistantPageType>
Gtk.AttachOptions.EXPAND,<class 'gi.repository.Gtk.AttachOptions'>,<flags GTK_EXPAND of type Gtk.AttachOptions>
Gtk.AttachOptions.FILL,<class 'gi.repository.Gtk.AttachOptions'>,<flags GTK_FILL of type Gtk.AttachOptions>
Gtk.AttachOptions.SHRINK,<class 'gi.repository.Gtk.AttachOptions'>,<flags GTK_SHRINK of type Gtk.AttachOptions>
Gtk.BaselinePosition.BOTTOM,<class 'gi.repository.Gtk.BaselinePosition'>,<enum GTK_BASELINE_POSITION_BOTTOM of type Gtk.BaselinePosition>
Gtk.BaselinePosition.CENTER,<class 'gi.repository.Gtk.BaselinePosition'>,<enum GTK_BASELINE_POSITION_CENTER of type Gtk.BaselinePosition>
Gtk.BaselinePosition.TOP,<class 'gi.repository.Gtk.BaselinePosition'>,<enum GTK_BASELINE_POSITION_TOP of type Gtk.BaselinePosition>
Gtk.BorderStyle.DASHED,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_DASHED of type Gtk.BorderStyle>
Gtk.BorderStyle.DOTTED,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_DOTTED of type Gtk.BorderStyle>
Gtk.BorderStyle.DOUBLE,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_DOUBLE of type Gtk.BorderStyle>
Gtk.BorderStyle.GROOVE,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_GROOVE of type Gtk.BorderStyle>
Gtk.BorderStyle.HIDDEN,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_HIDDEN of type Gtk.BorderStyle>
Gtk.BorderStyle.INSET,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_INSET of type Gtk.BorderStyle>
Gtk.BorderStyle.NONE,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_NONE of type Gtk.BorderStyle>
Gtk.BorderStyle.OUTSET,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_OUTSET of type Gtk.BorderStyle>
Gtk.BorderStyle.RIDGE,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_RIDGE of type Gtk.BorderStyle>
Gtk.BorderStyle.SOLID,<class 'gi.repository.Gtk.BorderStyle'>,<enum GTK_BORDER_STYLE_SOLID of type Gtk.BorderStyle>
Gtk.BuilderError.DUPLICATE_ID,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_DUPLICATE_ID of type Gtk.BuilderError>
Gtk.BuilderError.INVALID_ATTRIBUTE,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_INVALID_ATTRIBUTE of type Gtk.BuilderError>
Gtk.BuilderError.INVALID_ID,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_INVALID_ID of type Gtk.BuilderError>
Gtk.BuilderError.INVALID_PROPERTY,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_INVALID_PROPERTY of type Gtk.BuilderError>
Gtk.BuilderError.INVALID_SIGNAL,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_INVALID_SIGNAL of type Gtk.BuilderError>
Gtk.BuilderError.INVALID_TAG,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_INVALID_TAG of type Gtk.BuilderError>
Gtk.BuilderError.INVALID_TYPE_FUNCTION,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_INVALID_TYPE_FUNCTION of type Gtk.BuilderError>
Gtk.BuilderError.INVALID_VALUE,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_INVALID_VALUE of type Gtk.BuilderError>
Gtk.BuilderError.MISSING_ATTRIBUTE,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_MISSING_ATTRIBUTE of type Gtk.BuilderError>
Gtk.BuilderError.MISSING_PROPERTY_VALUE,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_MISSING_PROPERTY_VALUE of type Gtk.BuilderError>
Gtk.BuilderError.OBJECT_TYPE_REFUSED,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_OBJECT_TYPE_REFUSED of type Gtk.BuilderError>
Gtk.BuilderError.TEMPLATE_MISMATCH,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_TEMPLATE_MISMATCH of type Gtk.BuilderError>
Gtk.BuilderError.UNHANDLED_TAG,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_UNHANDLED_TAG of type Gtk.BuilderError>
Gtk.BuilderError.VERSION_MISMATCH,<class 'gi.repository.Gtk.BuilderError'>,<enum GTK_BUILDER_ERROR_VERSION_MISMATCH of type Gtk.BuilderError>
Gtk.ButtonBoxStyle.CENTER,<class 'gi.repository.Gtk.ButtonBoxStyle'>,<enum GTK_BUTTONBOX_CENTER of type Gtk.ButtonBoxStyle>
